go_id	go_desc
 0004146	 dihydrofolate reductase activity 
 0006545	 glycine biosynthetic process 
 0009165	 nucleotide biosynthetic process 
 0008061	 chitin binding 
 0045735	 nutrient reservoir activity 
 0005544	 calcium-dependent phospholipid binding 
 0005540	 hyaluronic acid binding 
 0016746	 transferase activity, transferring acyl groups 
 0004866	 endopeptidase inhibitor activity 
 0004096	 catalase activity 
 0016758	 transferase activity, transferring hexosyl groups 
 0008483	 transaminase activity 
 0003918	 DNA topoisomerase type II ATP-hydrolyzing activity 
 0006265	 DNA topological change 
 0005694	 chromosome 
 0030976	 thiamine pyrophosphate binding 
 0005328	 neurotransmittersodium symporter activity 
 0006836	 neurotransmitter transport 
 0008199	 ferric iron binding 
 0006879	 cellular iron ion homeostasis 
 0016849	 phosphorus-oxygen lyase activity 
 0009190	 cyclic nucleotide biosynthetic process 
 0046933	 hydrogen ion transporting ATP synthase activity, rotational mechanism 
 0004590	 orotidine-5-phosphate decarboxylase activity 
 0006207	 de novo' pyrimidine nucleobase biosynthetic process 
 0016301	 kinase activity 
 0016772	 transferase activity, transferring phosphorus-containing groups 
 0004425	 indole-3-glycerol-phosphate synthase activity 
 0005520	 insulin-like growth factor binding 
 0001558	 regulation of cell growth 
 0016841	 ammonia-lyase activity 
 0015979	 photosynthesis 
 0009522	 photosystem I 
 0009579	 thylakoid 
 0004743	 pyruvate kinase activity 
 0030955	 potassium ion binding 
 0003777	 microtubule motor activity 
 0007018	 microtubule-based movement 
 0005875	 microtubule associated complex 
 0004298	 threonine-type endopeptidase activity 
 0051603	 proteolysis involved in cellular protein catabolic process 
 0005839	 proteasome core complex 
 0005164	 tumor necrosis factor receptor binding 
 0005215	 transporter activity 
 0006810	 transport 
 0046961	 proton-transporting ATPase activity, rotational mechanism 
 0045261	 proton-transporting ATP synthase complex, catalytic core F1 
 0004114	 3,5'-cyclic-nucleotide phosphodiesterase activity 
 0003779	 actin binding 
 0030036	 actin cytoskeleton organization 
 0000150	 recombinase activity 
 0006310	 DNA recombination 
 0016791	 phosphatase activity 
 0004181	 metallocarboxypeptidase activity 
 0003682	 chromatin binding 
 0004602	 glutathione peroxidase activity 
 0009415	 response to water stimulus 
 0010181	 FMN binding 
 0007283	 spermatogenesis 
 0000786	 nucleosome 
 0005783	 endoplasmic reticulum 
 0009306	 protein secretion 
 0004797	 thymidine kinase activity 
 0015288	 porin activity 
 0004748	 ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor 
 0009186	 deoxyribonucleoside diphosphate metabolic process 
 0005971	 ribonucleoside-diphosphate reductase complex 
 0003690	 double-stranded DNA binding 
 0008026	 ATP-dependent helicase activity 
 0004386	 helicase activity 
 0005615	 extracellular space 
 0004332	 fructose-bisphosphate aldolase activity 
 0016765	 transferase activity, transferring alkyl or aryl other than methyl groups 
 0006953	 acute-phase response 
 0009611	 response to wounding 
 0016831	 carboxy-lyase activity 
 0019752	 carboxylic acid metabolic process 
 0009523	 photosystem II 
 0046912	 transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer 
 0044262	 cellular carbohydrate metabolic process 
 0006813	 potassium ion transport 
 0006814	 sodium ion transport 
 0005890	 sodiumpotassium-exchanging ATPase complex 
 0004834	 tryptophan synthase activity 
 0006568	 tryptophan metabolic process 
 0004650	 polygalacturonase activity 
 0008811	 chloramphenicol O-acetyltransferase activity 
 0004799	 thymidylate synthase activity 
 0006231	 dTMP biosynthetic process 
 0016702	 oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporat
 0016820	 hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances 
 0033178	 proton-transporting two-sector ATPase complex, catalytic domain 
 0003899	 DNA-directed RNA polymerase activity 
 0008964	 phosphoenolpyruvate carboxylase activity 
 0006099	 tricarboxylic acid cycle 
 0015977	 carbon fixation 
 0042132	 fructose 1,6-bisphosphate 1-phosphatase activity 
 0042578	 phosphoric ester hydrolase activity 
 0019229	 regulation of vasoconstriction 
 0008236	 serine-type peptidase activity 
 0003993	 acid phosphatase activity 
 0008137	 NADH dehydrogenase ubiquinone activity 
 0004550	 nucleoside diphosphate kinase activity 
 0006165	 nucleoside diphosphate phosphorylation 
 0006183	 GTP biosynthetic process 
 0006228	 UTP biosynthetic process 
 0006241	 CTP biosynthetic process 
 0004347	 glucose-6-phosphate isomerase activity 
 0006094	 gluconeogenesis 
 0008184	 glycogen phosphorylase activity 
 0015031	 protein transport 
 0071555	 cell wall organization 
 0030288	 outer membrane-bounded periplasmic space 
 0016651	 oxidoreductase activity, acting on NADPH 
 0048038	 quinone binding 
 0051287	 NAD binding 
 0008299	 isoprenoid biosynthetic process 
 0016773	 phosphotransferase activity, alcohol group as acceptor 
 0016714	 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxyg
 0051537	 2 iron, 2 sulfur cluster binding 
 0005351	 sugarhydrogen symporter activity 
 0009401	 phosphoenolpyruvate-dependent sugar phosphotransferase system 
 0009584	 detection of visible light 
 0018298	 protein-chromophore linkage 
 0042773	 ATP synthesis coupled electron transport 
 0003872	 6-phosphofructokinase activity 
 0005945	 6-phosphofructokinase complex 
 0008982	 protein-NPI-phosphohistidine-sugar phosphotransferase activity 
 0004420	 hydroxymethylglutaryl-CoA reductase NADPH activity 
 0050662	 coenzyme binding 
 0015936	 coenzyme A metabolic process 
 0016151	 nickel cation binding 
 0017153	 sodiumdicarboxylate symporter activity 
 0006835	 dicarboxylic acid transport 
 0051260	 protein homooligomerization 
 0042302	 structural constituent of cuticle 
 0017025	 TBP-class protein binding 
 0004435	 phosphatidylinositol phospholipase C activity 
 0006629	 lipid metabolic process 
 0016310	 phosphorylation 
 0004616	 phosphogluconate dehydrogenase decarboxylating activity 
 0050661	 NADP binding 
 0006098	 pentose-phosphate shunt 
 0000179	 rRNA adenine-N6,N6--dimethyltransferase activity 
 0008649	 rRNA methyltransferase activity 
 0000154	 rRNA modification 
 0005199	 structural constituent of cell wall 
 0005618	 cell wall 
 0030001	 metal ion transport 
 0006826	 iron ion transport 
 0019205	 nucleobase-containing compound kinase activity 
 0006139	 nucleobase-containing compound metabolic process 
 0009607	 response to biotic stimulus 
 0016868	 intramolecular transferase activity, phosphotransferases 
 0004222	 metalloendopeptidase activity 
 0031012	 extracellular matrix 
 0015631	 tubulin binding 
 0016168	 chlorophyll binding 
 0009767	 photosynthetic electron transport chain 
 0009521	 photosystem 
 0046789	 host cell surface receptor binding 
 0019058	 viral infectious cycle 
 0019031	 viral envelope 
 0042025	 host cell nucleus 
 0030089	 phycobilisome 
 0006414	 translational elongation 
 0004674	 protein serine/threonine kinase activity 
 0004478	 methionine adenosyltransferase activity 
 0006556	 S-adenosylmethionine biosynthetic process 
 0016627	 oxidoreductase activity, acting on the CH-CH group of donors 
 0004221	 ubiquitin thiolesterase activity 
 0006511	 ubiquitin-dependent protein catabolic process 
 0033897	 ribonuclease T2 activity 
 0006614	 SRP-dependent cotranslational protein targeting to membrane 
 0009039	 urease activity 
 0019627	 urea metabolic process 
 0004185	 serine-type carboxypeptidase activity 
 0008200	 ion channel inhibitor activity 
 0009405	 pathogenesis 
 0042981	 regulation of apoptotic process 
 0046854	 phosphatidylinositol phosphorylation 
 0001539	 ciliary or flagellar motility 
 0009288	 bacterial-type flagellum 
 0015035	 protein disulfide oxidoreductase activity 
 0004372	 glycine hydroxymethyltransferase activity 
 0006544	 glycine metabolic process 
 0006563	 L-serine metabolic process 
 0042254	 ribosome biogenesis 
 0003747	 translation release factor activity 
 0006415	 translational termination 
 0004424	 imidazoleglycerol-phosphate dehydratase activity 
 0000105	 histidine biosynthetic process 
 0004345	 glucose-6-phosphate dehydrogenase activity 
 0006006	 glucose metabolic process 
 0016779	 nucleotidyltransferase activity 
 0004089	 carbonate dehydratase activity 
 0030983	 mismatched DNA binding 
 0006298	 mismatch repair 
 0005125	 cytokine activity 
 0004655	 porphobilinogen synthase activity 
 0033014	 tetrapyrrole biosynthetic process 
 0016813	 hydrolase activity, acting on carbon-nitrogen but not peptide bonds, in linear amidines 
 0016740	 transferase activity 
 0019001	 guanyl nucleotide binding 
 0031683	 G-protein beta/gamma-subunit complex binding 
 0006275	 regulation of DNA replication 
 0016032	 viral reproduction 
 0019064	 viral entry into host cell via membrane fusion with the plasma membrane 
 0015002	 heme-copper terminal oxidase activity 
 0000155	 phosphorelay sensor kinase activity 
 0004003	 ATP-dependent DNA helicase activity 
 0005216	 ion channel activity 
 0006811	 ion transport 
 0006948	 induction by virus of host cell-cell fusion 
 0016817	 hydrolase activity, acting on acid anhydrides 
 0005212	 structural constituent of eye lens 
 0005044	 scavenger receptor activity 
 0006334	 nucleosome assembly 
 0019062	 viral attachment to host cell 
 0030234	 enzyme regulator activity 
 0006808	 regulation of nitrogen utilization 
 0004521	 endoribonuclease activity 
 0043419	 urea catabolic process 
 0004197	 cysteine-type endopeptidase activity 
 0016742	 hydroxymethyl-, formyl- and related transferase activity 
 0030077	 plasma membrane light-harvesting complex 
 0009987	 cellular process 
 0005261	 cation channel activity 
 0019076	 viral release from host cell 
 0032801	 receptor catabolic process 
 0006351	 transcription, DNA-dependent 
 0005097	 Rab GTPase activator activity 
 0032313	 regulation of Rab GTPase activity 
 0016209	 antioxidant activity 
 0008080	 N-acetyltransferase activity 
 0006605	 protein targeting 
 0006886	 intracellular protein transport 
 0004794	 L-threonine ammonia-lyase activity 
 0009097	 isoleucine biosynthetic process 
 0008173	 RNA methyltransferase activity 
 0006396	 RNA processing 
 0015074	 DNA integration 
 0016757	 transferase activity, transferring glycosyl groups 
 0004872	 receptor activity 
 0015992	 proton transport 
 0006405	 RNA export from nucleus 
 0003968	 RNA-directed RNA polymerase activity 
 0000975	 regulatory region DNA binding 
 0004143	 diacylglycerol kinase activity 
 0007205	 protein kinase C-activating G-protein coupled receptor signaling pathway 
 0038032	 termination of G-protein coupled receptor signaling pathway 
 0005096	 GTPase activator activity 
 0051056	 regulation of small GTPase mediated signal transduction 
 0005085	 guanyl-nucleotide exchange factor activity 
 0005089	 Rho guanyl-nucleotide exchange factor activity 
 0035023	 regulation of Rho protein signal transduction 
 0000128	 flocculation 
 0005834	 heterotrimeric G-protein complex 
 0004842	 ubiquitin-protein ligase activity 
 0006464	 cellular protein modification process 
 0006302	 double-strand break repair 
 0004525	 ribonuclease III activity 
 0016192	 vesicle-mediated transport 
 0046907	 intracellular transport 
 0016853	 isomerase activity 
 0003950	 NAD+ ADP-ribosyltransferase activity 
 0003746	 translation elongation factor activity 
 0005853	 eukaryotic translation elongation factor 1 complex 
 0004198	 calcium-dependent cysteine-type endopeptidase activity 
 0005247	 voltage-gated chloride channel activity 
 0006821	 chloride transport 
 0016788	 hydrolase activity, acting on ester bonds 
 0019068	 virion assembly 
 0042626	 ATPase activity, coupled to transmembrane movement of substances 
 0016624	 oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor 
 0005856	 cytoskeleton 
 0031072	 heat shock protein binding 
 0008146	 sulfotransferase activity 
 2001070	 starch binding 
 0015934	 large ribosomal subunit 
 0040007	 growth 
 0009279	 cell outer membrane 
 0046080	 dUTP metabolic process 
 0006230	 TMP biosynthetic process 
 0008652	 cellular amino acid biosynthetic process 
 0004640	 phosphoribosylanthranilate isomerase activity 
 0016829	 lyase activity 
 0030337	 DNA polymerase processivity factor activity 
 0043626	 PCNA complex 
 0009966	 regulation of signal transduction 
 0006413	 translational initiation 
 0004019	 adenylosuccinate synthase activity 
 0006164	 purine nucleotide biosynthetic process 
 0008408	 3-5' exonuclease activity 
 0009360	 DNA polymerase III complex 
 0005133	 interferon-gamma receptor binding 
 0005134	 interleukin-2 receptor binding 
 0004427	 inorganic diphosphatase activity 
 0006796	 phosphate-containing compound metabolic process 
 0005976	 polysaccharide metabolic process 
 0003857	 3-hydroxyacyl-CoA dehydrogenase activity 
 0006631	 fatty acid metabolic process 
 0005136	 interleukin-4 receptor binding 
 0006284	 base-excision repair 
 0034023	 5-carboxyaminoimidazole ribonucleotide mutase activity 
 0006189	 de novo' IMP biosynthetic process 
 0016614	 oxidoreductase activity, acting on CH-OH group of donors 
 0004066	 asparagine synthase glutamine-hydrolyzing activity 
 0006529	 asparagine biosynthetic process 
 0030248	 cellulose binding 
 0007049	 cell cycle 
 0042301	 phosphate ion binding 
 0050821	 protein stabilization 
 0019079	 viral genome replication 
 0012506	 vesicle membrane 
 0004499	 N,N-dimethylaniline monooxygenase activity 
 0008883	 glutamyl-tRNA reductase activity 
 0016876	 ligase activity, forming aminoacyl-tRNA and related compounds 
 0043039	 tRNA aminoacylation 
 0004814	 arginine-tRNA ligase activity 
 0006420	 arginyl-tRNA aminoacylation 
 0007548	 sex differentiation 
 0004518	 nuclease activity 
 0004714	 transmembrane receptor protein tyrosine kinase activity 
 0007169	 transmembrane receptor protein tyrosine kinase signaling pathway 
 0004325	 ferrochelatase activity 
 0006783	 heme biosynthetic process 
 0004488	 methylenetetrahydrofolate dehydrogenase NADP+ activity 
 0009396	 folic acid-containing compound biosynthetic process 
 0004055	 argininosuccinate synthase activity 
 0006526	 arginine biosynthetic process 
 0009002	 serine-type D-Ala-D-Ala carboxypeptidase activity 
 0008092	 cytoskeletal protein binding 
 0019898	 extrinsic to membrane 
 0003678	 DNA helicase activity 
 0004540	 ribonuclease activity 
 0006725	 cellular aromatic compound metabolic process 
 0008373	 sialyltransferase activity 
 0006486	 protein glycosylation 
 0030173	 integral to Golgi membrane 
 0005083	 small GTPase regulator activity 
 0008138	 protein tyrosine/serine/threonine phosphatase activity 
 0035091	 phosphatidylinositol binding 
 0007154	 cell communication 
 0016810	 hydrolase activity, acting on carbon-nitrogen but not peptide bonds 
 0016407	 acetyltransferase activity 
 0004664	 prephenate dehydratase activity 
 0009094	 L-phenylalanine biosynthetic process 
 0042558	 pteridine-containing compound metabolic process 
 0046923	 ER retention sequence binding 
 0006621	 protein retention in ER lumen 
 0007160	 cell-matrix adhesion 
 0004399	 histidinol dehydrogenase activity 
 0003684	 damaged DNA binding 
 0019871	 sodium channel inhibitor activity 
 0004611	 phosphoenolpyruvate carboxykinase activity 
 0000049	 tRNA binding 
 0004526	 ribonuclease P activity 
 0008033	 tRNA processing 
 0016857	 racemase and epimerase activity, acting on carbohydrates and derivatives 
 0031110	 regulation of microtubule polymerization or depolymerization 
 0004800	 thyroxine 5-deiodinase activity 
 0019013	 viral nucleocapsid 
 0046740	 spread of virus in host, cell to cell 
 0016708	 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxyg
 0019439	 aromatic compound catabolic process 
 0009982	 pseudouridine synthase activity 
 0001522	 pseudouridine synthesis 
 0009451	 RNA modification 
 0008417	 fucosyltransferase activity 
 0005272	 sodium channel activity 
 0005985	 sucrose metabolic process 
 0001614	 purinergic nucleotide receptor activity 
 0001503	 ossification 
 0018149	 peptide cross-linking 
 0044212	 transcription regulatory region DNA binding 
 0016774	 phosphotransferase activity, carboxyl group as acceptor 
 0004803	 transposase activity 
 0006313	 transposition, DNA-mediated 
 0005921	 gap junction 
 0004177	 aminopeptidase activity 
 0008484	 sulfuric ester hydrolase activity 
 0009231	 riboflavin biosynthetic process 
 0009349	 riboflavin synthase complex 
 0000062	 fatty-acyl-CoA binding 
 0031625	 ubiquitin protein ligase binding 
 0031461	 cullin-RING ubiquitin ligase complex 
 0008171	 O-methyltransferase activity 
 0000276	 mitochondrial proton-transporting ATP synthase complex, coupling factor Fo 
 0031424	 keratinization 
 0008658	 penicillin binding 
 0009273	 peptidoglycan-based cell wall biogenesis 
 0008830	 dTDP-4-dehydrorhamnose 3,5-epimerase activity 
 0009103	 lipopolysaccharide biosynthetic process 
 0008519	 ammonium transmembrane transporter activity 
 0015696	 ammonium transport 
 0003724	 RNA helicase activity 
 0009252	 peptidoglycan biosynthetic process 
 0009274	 peptidoglycan-based cell wall 
 0020012	 evasion or tolerance of host immune response 
 0015116	 sulfate transmembrane transporter activity 
 0008272	 sulfate transport 
 0051539	 4 iron, 4 sulfur cluster binding 
 0003935	 GTP cyclohydrolase II activity 
 0008686	 3,4-dihydroxy-2-butanone-4-phosphate synthase activity 
 0003810	 protein-glutamine gamma-glutamyltransferase activity 
 0030131	 clathrin adaptor complex 
 0043531	 ADP binding 
 0004482	 mRNA guanine-N7--methyltransferase activity 
 0006370	 7-methylguanosine mRNA capping 
 0019012	 virion 
 0008233	 peptidase activity 
 0008963	 phospho-N-acetylmuramoyl-pentapeptide-transferase activity 
 0048544	 recognition of pollen 
 0006820	 anion transport 
 0003922	 GMP synthase glutamine-hydrolyzing activity 
 0006177	 GMP biosynthetic process 
 0003796	 lysozyme activity 
 0009253	 peptidoglycan catabolic process 
 0004519	 endonuclease activity 
 0006314	 intron homing 
 0019239	 deaminase activity 
 0009168	 purine ribonucleoside monophosphate biosynthetic process 
 0000272	 polysaccharide catabolic process 
 0008191	 metalloendopeptidase inhibitor activity 
 0042742	 defense response to bacterium 
 0050832	 defense response to fungus 
 0042613	 MHC class II protein complex 
 0005992	 trehalose biosynthetic process 
 0005861	 troponin complex 
 0006777	 Mo-molybdopterin cofactor biosynthetic process 
 0006904	 vesicle docking involved in exocytosis 
 0015299	 solutehydrogen antiporter activity 
 0006812	 cation transport 
 0017111	 nucleoside-triphosphatase activity 
 0044423	 virion part 
 0005242	 inward rectifier potassium channel activity 
 0044237	 cellular metabolic process 
 0003840	 gamma-glutamyltransferase activity 
 0006749	 glutathione metabolic process 
 0019835	 cytolysis 
 0050829	 defense response to Gram-negative bacterium 
 0000774	 adenyl-nucleotide exchange factor activity 
 0042803	 protein homodimerization activity 
 0051087	 chaperone binding 
 0016888	 endodeoxyribonuclease activity, producing 5-phosphomonoesters 
 0030247	 polysaccharide binding 
 0016874	 ligase activity 
 0004659	 prenyltransferase activity 
 0017038	 protein import 
 0015629	 actin cytoskeleton 
 0006270	 DNA replication initiation 
 0005727	 extrachromosomal circular DNA 
 0006120	 mitochondrial electron transport, NADH to ubiquinone 
 0004675	 transmembrane receptor protein serine/threonine kinase activity 
 0005024	 transforming growth factor beta-activated receptor activity 
 0016780	 phosphotransferase activity, for other substituted phosphate groups 
 0008654	 phospholipid biosynthetic process 
 0003910	 DNA ligase ATP activity 
 0003854	 3-beta-hydroxy-delta5-steroid dehydrogenase activity 
 0006694	 steroid biosynthetic process 
 0004559	 alpha-mannosidase activity 
 0016851	 magnesium chelatase activity 
 0015995	 chlorophyll biosynthetic process 
 0004497	 monooxygenase activity 
 0016715	 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxyg
 0007267	 cell-cell signaling 
 0030130	 clathrin coat of trans-Golgi network vesicle 
 0030132	 clathrin coat of coated pit 
 0008108	 UDP-glucosehexose-1-phosphate uridylyltransferase activity 
 0006012	 galactose metabolic process 
 0008219	 cell death 
 0030599	 pectinesterase activity 
 0042545	 cell wall modification 
 0031492	 nucleosomal DNA binding 
 0000785	 chromatin 
 0019867	 outer membrane 
 0016226	 iron-sulfur cluster assembly 
 0005129	 granulocyte macrophage colony-stimulating factor receptor binding 
 0016538	 cyclin-dependent protein kinase regulator activity 
 0008839	 dihydrodipicolinate reductase activity 
 0009089	 lysine biosynthetic process via diaminopimelate 
 0008047	 enzyme activator activity 
 0007586	 digestion 
 0016042	 lipid catabolic process 
 0008290	 F-actin capping protein complex 
 0071203	 WASH complex 
 0016832	 aldehyde-lyase activity 
 0004560	 alpha-L-fucosidase activity 
 0004140	 dephospho-CoA kinase activity 
 0015937	 coenzyme A biosynthetic process 
 0031419	 cobalamin binding 
 0015889	 cobalamin transport 
 0004392	 heme oxygenase decyclizing activity 
 0006788	 heme oxidation 
 0003956	 NADP+-protein-arginine ADP-ribosyltransferase activity 
 0006471	 protein ADP-ribosylation 
 0003916	 DNA topoisomerase activity 
 0004719	 protein-L-isoaspartate D-aspartate O-methyltransferase activity 
 0008410	 CoA-transferase activity 
 0005184	 neuropeptide hormone activity 
 0003906	 DNA-apurinic or apyrimidinic site lyase activity 
 0016799	 hydrolase activity, hydrolyzing N-glycosyl compounds 
 0019825	 oxygen binding 
 0043395	 heparan sulfate proteoglycan binding 
 0005578	 proteinaceous extracellular matrix 
 0004421	 hydroxymethylglutaryl-CoA synthase activity 
 0007218	 neuropeptide signaling pathway 
 0016153	 urocanate hydratase activity 
 0003743	 translation initiation factor activity 
 0036361	 racemase activity, acting on amino acids and derivatives 
 0008131	 primary amine oxidase activity 
 0009308	 amine metabolic process 
 0004152	 dihydroorotate dehydrogenase activity 
 0006222	 UMP biosynthetic process 
 0009277	 fungal-type cell wall 
 0016641	 oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor 
 0004045	 aminoacyl-tRNA hydrolase activity 
 0004765	 shikimate kinase activity 
 0004555	 alpha,alpha-trehalase activity 
 0005991	 trehalose metabolic process 
 0017150	 tRNA dihydrouridine synthase activity 
 0004853	 uroporphyrinogen decarboxylase activity 
 0006779	 porphyrin-containing compound biosynthetic process 
 0046168	 glycerol-3-phosphate catabolic process 
 0007010	 cytoskeleton organization 
 0019887	 protein kinase regulator activity 
 0005956	 protein kinase CK2 complex 
 0005740	 mitochondrial envelope 
 0004109	 coproporphyrinogen oxidase activity 
 0003855	 3-dehydroquinate dehydratase activity 
 0007017	 microtubule-based process 
 0004379	 glycylpeptide N-tetradecanoyltransferase activity 
 0015655	 alaninesodium symporter activity 
 0032328	 alanine transport 
 0004476	 mannose-6-phosphate isomerase activity 
 0008318	 protein prenyltransferase activity 
 0018342	 protein prenylation 
 0004733	 pyridoxamine-phosphate oxidase activity 
 0008235	 metalloexopeptidase activity 
 0008239	 dipeptidyl-peptidase activity 
 0016805	 dipeptidase activity 
 0004639	 phosphoribosylaminoimidazolesuccinocarboxamide synthase activity 
 0004107	 chorismate synthase activity 
 0009073	 aromatic amino acid family biosynthetic process 
 0004408	 holocytochrome-c synthase activity 
 0005739	 mitochondrion 
 0004329	 formate-tetrahydrofolate ligase activity 
 0006364	 rRNA processing 
 0030141	 secretory granule 
 0032784	 regulation of DNA-dependent transcription, elongation 
 0008289	 lipid binding 
 0004474	 malate synthase activity 
 0006097	 glyoxylate cycle 
 0012511	 monolayer-surrounded lipid storage body 
 0004175	 endopeptidase activity 
 0043022	 ribosome binding 
 0006452	 translational frameshifting 
 0045901	 positive regulation of translational elongation 
 0045905	 positive regulation of translational termination 
 0003848	 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity 
 0015485	 cholesterol binding 
 0004612	 phosphoenolpyruvate carboxykinase ATP activity 
 0004016	 adenylate cyclase activity 
 0006171	 cAMP biosynthetic process 
 0007338	 single fertilization 
 0031412	 gas vesicle organization 
 0031411	 gas vesicle 
 0031423	 hexon binding 
 0016625	 oxidoreductase activity, acting on the aldehyde or oxo group of donors, iron-sulfur protein as acce
 0006525	 arginine metabolic process 
 0015643	 toxin binding 
 0005746	 mitochondrial respiratory chain 
 0008124	 4-alpha-hydroxytetrahydrobiopterin dehydratase activity 
 0006729	 tetrahydrobiopterin biosynthetic process 
 0009378	 four-way junction helicase activity 
 0004484	 mRNA guanylyltransferase activity 
 0006397	 mRNA processing 
 0031361	 integral to thylakoid membrane 
 0008984	 protein-glutamate methylesterase activity 
 0006935	 chemotaxis 
 0006555	 methionine metabolic process 
 0030245	 cellulose catabolic process 
 0005319	 lipid transporter activity 
 0006869	 lipid transport 
 0004483	 mRNA nucleoside-2-O--methyltransferase activity 
 0070008	 serine-type exopeptidase activity 
 0016070	 RNA metabolic process 
 0008218	 bioluminescence 
 0019646	 aerobic electron transport chain 
 0015066	 alpha-amylase inhibitor activity 
 0005262	 calcium channel activity 
 0070588	 calcium ion transmembrane transport 
 0008565	 protein transporter activity 
 0016485	 protein processing 
 0019069	 viral capsid assembly 
 0030145	 manganese ion binding 
 0005086	 ARF guanyl-nucleotide exchange factor activity 
 0032012	 regulation of ARF protein signal transduction 
 0004860	 protein kinase inhibitor activity 
 0016161	 beta-amylase activity 
 0016977	 chitosanase activity 
 0005315	 inorganic phosphate transmembrane transporter activity 
 0006817	 phosphate ion transport 
 0008097	 5S rRNA binding 
 0005549	 odorant binding 
 0010333	 terpene synthase activity 
 0008237	 metallopeptidase activity 
 0008241	 peptidyl-dipeptidase activity 
 0048013	 ephrin receptor signaling pathway 
 0009539	 photosystem II reaction center 
 0005201	 extracellular matrix structural constituent 
 0005581	 collagen 
 0004813	 alanine-tRNA ligase activity 
 0006419	 alanyl-tRNA aminoacylation 
 0008060	 ARF GTPase activator activity 
 0032312	 regulation of ARF GTPase activity 
 0006304	 DNA modification 
 0016884	 carbon-nitrogen ligase activity, with glutamine as amido-N-donor 
 0042157	 lipoprotein metabolic process 
 0004455	 ketol-acid reductoisomerase activity 
 0009082	 branched-chain amino acid biosynthetic process 
 0005741	 mitochondrial outer membrane 
 0000042	 protein targeting to Golgi 
 0003849	 3-deoxy-7-phosphoheptulonate synthase activity 
 0033179	 proton-transporting V-type ATPase, V0 domain 
 0005488	 binding 
 0019072	 viral genome packaging 
 0045095	 keratin filament 
 0004635	 phosphoribosyl-AMP cyclohydrolase activity 
 0016307	 phosphatidylinositol phosphate kinase activity 
 0046488	 phosphatidylinositol metabolic process 
 0008745	 N-acetylmuramoyl-L-alanine amidase activity 
 0003951	 NAD+ kinase activity 
 0006741	 NADP biosynthetic process 
 0003727	 single-stranded RNA binding 
 0019048	 virus-host interaction 
 0060967	 negative regulation of gene silencing by RNA 
 0030430	 host cell cytoplasm 
 0006200	 ATP catabolic process 
 0008107	 galactoside 2-alpha-L-fucosyltransferase activity 
 0004571	 mannosyl-oligosaccharide 1,2-alpha-mannosidase activity 
 0007166	 cell surface receptor signaling pathway 
 0004014	 adenosylmethionine decarboxylase activity 
 0006597	 spermine biosynthetic process 
 0008295	 spermidine biosynthetic process 
 0046873	 metal ion transmembrane transporter activity 
 0008324	 cation transmembrane transporter activity 
 0018144	 RNA-protein covalent cross-linking 
 0015238	 drug transmembrane transporter activity 
 0015297	 antiporter activity 
 0006855	 drug transmembrane transport 
 0008170	 N-methyltransferase activity 
 0016903	 oxidoreductase activity, acting on the aldehyde or oxo group of donors 
 0030683	 evasion or tolerance by virus of host immune response 
 0008762	 UDP-N-acetylmuramate dehydrogenase activity 
 0030151	 molybdenum ion binding 
 0004047	 aminomethyltransferase activity 
 0006546	 glycine catabolic process 
 0044156	 host cell junction 
 0006461	 protein complex assembly 
 0008535	 respiratory chain complex IV assembly 
 0007059	 chromosome segregation 
 0051301	 cell division 
 0004020	 adenylylsulfate kinase activity 
 0000103	 sulfate assimilation 
 0007517	 muscle organ development 
 0003873	 6-phosphofructo-2-kinase activity 
 0006000	 fructose metabolic process 
 0005960	 glycine cleavage complex 
 0006944	 cellular membrane fusion 
 0046813	 virion attachment, binding of host cell surface receptor 
 0030117	 membrane coat 
 0008601	 protein phosphatase type 2A regulator activity 
 0000159	 protein phosphatase type 2A complex 
 0006030	 chitin metabolic process 
 0042602	 riboflavin reductase NADPH activity 
 0004657	 proline dehydrogenase activity 
 0006537	 glutamate biosynthetic process 
 0006562	 proline catabolic process 
 0016068	 type I hypersensitivity 
 0008113	 peptide-methionine S-S-oxide reductase activity 
 0004415	 hyalurononglucosaminidase activity 
 0003879	 ATP phosphoribosyltransferase activity 
 0033743	 peptide-methionine R-S-oxide reductase activity 
 0016866	 intramolecular transferase activity 
 0016790	 thiolester hydrolase activity 
 0006633	 fatty acid biosynthetic process 
 0004100	 chitin synthase activity 
 0006031	 chitin biosynthetic process 
 0015930	 glutamate synthase activity 
 0016638	 oxidoreductase activity, acting on the CH-NH2 group of donors 
 0008897	 holo-[acyl-carrier-protein] synthase activity 
 0009059	 macromolecule biosynthetic process 
 0003911	 DNA ligase NAD+ activity 
 0008174	 mRNA methyltransferase activity 
 0080009	 mRNA methylation 
